string_id	all amino-acids	SUM(r_k*ln(r_k)) --> -H(amino-acids)	SUM(r_k*e_k)	ln(p)	cost_protein (5*n(aa))	decay	protein term (cost protein * decay)
4932.YHL002W	452.0	-2.84226664082	132.084070797	-10.549813439	2260.0	23	51980.0
4932.YHL003C	411.0	-2.88397848673	159.496350365	-9.09102461011	2055.0	48	98640.0
4932.YHL004W	394.0	-2.79663347897	116.875634518	-9.69444950805	1970.0	116	228520.0
4932.YHL007C	939.0	-2.80717461264	127.965921193	-8.86539234278	4695.0	-147	-690165.0
4932.YHL009C	330.0	-2.83724867372	143.3	-11.3549066887	1650.0	26	42900.0
4932.YHL013C	307.0	-2.81934093263	160.055374593	-10.4565661449	1535.0	50	76750.0
4932.YHL014C	405.0	-2.84197904856	131.291358025	-13.3213235937	2025.0	-305	-617625.0
4932.YHL017W	532.0	-2.8706746053	151.107142858	-10.1893828337	2660.0	648	1723680.0
4932.YHL018W	120.0	-2.8401599197	181.691666666	-11.7285643311	600.0	18	10800.0
4932.YHL020C	404.0	-2.77335930206	132.819306931	-10.9155840661	2020.0	76	153520.0
4932.YHL025W	332.0	-2.8556215708	128.984939758	-11.6324997314	1660.0	29	48140.0
4932.YHL027W	625.0	-2.84155216297	142.0128	-11.0151625574	3125.0	2	6250.0
4932.YHL029C	679.0	-2.83611937472	153.544918999	-9.67020163564	3395.0	26	88270.0
4932.YHL030W	1868.0	-2.83288595422	127.998394004	-8.96795564721	9340.0	19	177460.0
4932.YHL032C	709.0	-2.90866973593	144.629055008	-13.1293553353	3545.0	78	276510.0
4932.YHL038C	630.0	-2.88110476332	148.358730159	-11.1206112844	3150.0	51	160650.0
4932.YHL039W	585.0	-2.84027979369	140.078632478	-9.85388956462	2925.0	160	468000.0
4932.YHR001W	437.0	-2.87269817689	137.860411899	-10.540106813	2185.0	41	89585.0
4932.YHR001W-A	77.0	-2.72387524709	147.597402597	-11.4795348524	385.0	2	770.0
4932.YHR001W-A	77.0	-2.72387524709	147.597402597	-11.4795348524	385.0	2	770.0
4932.YHR003C	429.0	-2.86839527355	145.545454545	-9.47501059751	2145.0	122	261690.0
4932.YHR004C	446.0	-2.80472885119	137.674887893	-12.7902350734	2230.0	97	216310.0
4932.YHR005C	472.0	-2.8461459924	137.773305084	-8.88064927992	2360.0	71	167560.0
4932.YHR006W	541.0	-2.84326333757	137.34935305	-12.1805513332	2705.0	17	45985.0
4932.YHR008C	233.0	-2.84042715312	138.961373391	-8.49072437448	1165.0	-392	-456680.0
4932.YHR009C	523.0	-2.85535133296	137.116634799	-9.97458266307	2615.0	82	214430.0
4932.YHR010W	136.0	-2.70043251414	138.522058824	-7.35339037175	680.0	45	30600.0
4932.YHR011W	446.0	-2.86203141862	135.612107623	-13.1861108799	2230.0	61	136030.0
4932.YHR012W	282.0	-2.82848899633	128.382978723	-11.4056915689	1410.0	87	122670.0
4932.YHR013C	238.0	-2.84392587964	142.537815126	-9.91840983935	1190.0	244	290360.0
4932.YHR016C	468.0	-2.78401850297	117.094017094	-11.8721575192	2340.0	8	18720.0
4932.YHR023W	1928.0	-2.7580895417	134.12033195	-9.77940279933	9640.0	42	404880.0
4932.YHR024C	482.0	-2.873597044	131.39626556	-8.91300944502	2410.0	53	127730.0
4932.YHR025W	357.0	-2.84845648741	119.697478991	-7.92938315991	1785.0	73	130305.0
4932.YHR027C	993.0	-2.81927051508	123.357502518	-7.03081131724	4965.0	49	243285.0
4932.YHR029C	294.0	-2.85120314517	131.197278912	-10.4697044147	1470.0	138	202860.0
4932.YHR030C	484.0	-2.89193368862	142.539256198	-9.55822629849	2420.0	62	150040.0
4932.YHR034C	344.0	-2.840099793	146.915697674	-12.2658198729	1720.0	62	106640.0
4932.YHR037W	575.0	-2.8864671908	133.549565217	-8.83482367713	2875.0	132	379500.0
4932.YHR038W	230.0	-2.70630905605	122.734782608	-12.6884593266	1150.0	38	43700.0
4932.YHR039C	644.0	-2.90391615972	142.821428571	-8.2010800077	3220.0	38	122360.0
4932.YHR039C-A	114.0	-2.54083473922	119.859649123	-8.47478438961	570.0	-1639	-934230.0
4932.YHR039C-A	114.0	-2.54083473922	119.859649123	-8.47478438961	570.0	-1639	-934230.0
4932.YHR040W	366.0	-2.89729377748	165.510928962	-11.8953721521	1830.0	2	3660.0
4932.YHR042W	691.0	-2.85787002394	125.056439942	-7.79604116564	3455.0	61	210755.0
4932.YHR043C	246.0	-2.83574925276	130.817073171	-11.2442267975	1230.0	277	340710.0
4932.YHR044C	246.0	-2.81981937585	125.219512195	-13.2057691039	1230.0	18	22140.0
4932.YHR046C	295.0	-2.87343883906	151.745762712	-10.6308429457	1475.0	57	84075.0
4932.YHR047C	856.0	-2.86933976751	138.448598131	-7.77309055067	4280.0	28	119840.0
4932.YHR049W	243.0	-2.84536362801	134.374485597	-8.9113277055	1215.0	49	59535.0
4932.YHR051W	148.0	-2.7513567673	119.25	-8.7412403933	740.0	48	35520.0
4932.YHR052W	376.0	-2.73672521467	126.978723405	-8.25604576459	1880.0	199	374120.0
4932.YHR053C	61.0	-2.41880085804	251.622950819	-11.7789640399	305.0	250	76250.0
4932.YHR055C	61.0	-2.41880085804	251.62295082	-12.4414226486	305.0	189	57645.0
4932.YHR057C	205.0	-2.84570001865	143.204878049	-13.5376238191	1025.0	7	7175.0
4932.YHR058C	295.0	-2.83661582255	130.338983051	-10.597984508	1475.0	26	38350.0
4932.YHR059W	130.0	-2.81136830846	152.784615385	-11.5895526068	650.0	11	7150.0
4932.YHR060W	181.0	-2.76610073666	138.773480663	-12.924661859	905.0	52	47060.0
4932.YHR062C	293.0	-2.80664701031	125.300341297	-10.1768271679	1465.0	46	67390.0
4932.YHR063C	379.0	-2.89241933462	141.583113456	-9.80240209772	1895.0	205	388475.0
4932.YHR066W	453.0	-2.78730407636	128.178807947	-9.43508880378	2265.0	30	67950.0
4932.YHR068W	387.0	-2.88164817668	143.798449612	-7.75083314829	1935.0	218	421830.0
4932.YHR069C	359.0	-2.83894199193	128.805013928	-9.96031898274	1795.0	74	132830.0
4932.YHR070W	499.0	-2.88160837689	140.611222445	-9.52573228548	2495.0	76	189620.0
4932.YHR072W	731.0	-2.92259441171	153.868673051	-9.28469264919	3655.0	18	65790.0
4932.YHR073W	996.0	-2.85027981934	138.416666667	-9.91145023199	4980.0	39	194220.0
4932.YHR074W	714.0	-2.91569232392	146.383753501	-9.31652768445	3570.0	94	335580.0
4932.YHR077C	1089.0	-2.79285762824	130.303948577	-9.76750009176	5445.0	2	10890.0
4932.YHR082C	1029.0	-2.8562693162	144.97473275	-9.10052140825	5145.0	35	180075.0
4932.YHR084W	688.0	-2.85990992133	136.690406977	-9.60696559195	3440.0	34	116960.0
4932.YHR085W	334.0	-2.82957081805	137.958083833	-10.9308011411	1670.0	-320	-534400.0
4932.YHR086W	523.0	-2.79545879303	133.267686424	-9.99106746276	2615.0	62	162130.0
4932.YHR087W	111.0	-2.67192855792	105.405405406	-9.58024542862	555.0	45	24975.0
4932.YHR088W	295.0	-2.7843764281	135.383050848	-12.0512014596	1475.0	57	84075.0
4932.YHR089C	205.0	-2.57698613459	102.312195122	-7.23629965693	1025.0	30	30750.0
4932.YHR090C	282.0	-2.79997141091	144.414893617	-12.4571057915	1410.0	32	45120.0
4932.YHR094C	570.0	-2.89068547747	153.552631579	-10.3068977601	2850.0	-221	-629850.0
4932.YHR097C	366.0	-2.7830305586	131.521857924	-10.9727891426	1830.0	21	38430.0
4932.YHR098C	929.0	-2.87548928721	136.520990312	-8.21812797302	4645.0	15	69675.0
4932.YHR101C	335.0	-2.8008944511	123.868656717	-11.324295321	1675.0	73	122275.0
4932.YHR103W	852.0	-2.83311531309	137.307511737	-11.2248214884	4260.0	7	29820.0
4932.YHR104W	327.0	-2.88152273537	146.733944954	-8.78119463462	1635.0	152	248520.0
4932.YHR106W	342.0	-2.8548947784	122.716374269	-9.47462829753	1710.0	38	64980.0
4932.YHR107C	407.0	-2.85772173558	127.636363636	-8.58266110633	2035.0	121	246235.0
4932.YHR108W	585.0	-2.80067871959	118.545299146	-8.40047309255	2925.0	58	169650.0
4932.YHR109W	585.0	-2.85213738364	139.434188034	-12.2019741376	2925.0	19	55575.0
4932.YHR110W	212.0	-2.83994791202	138.886792453	-11.3665660406	1060.0	48	50880.0
4932.YHR111W	440.0	-2.87286100189	136.138636364	-9.66650309366	2200.0	57	125400.0
4932.YHR112C	378.0	-2.85824411959	131.902116402	-10.6387181941	1890.0	-73	-137970.0
4932.YHR114W	633.0	-2.8267168366	137.2164297	-9.80853169661	3165.0	1187	3756855.0
4932.YHR115C	416.0	-2.87118968559	137.855769231	-12.6715758261	2080.0	24	49920.0
4932.YHR117W	639.0	-2.8041569804	122.084507042	-9.41938820588	3195.0	98	313110.0
4932.YHR119W	1080.0	-2.85303650756	138.95462963	-9.32451569319	5400.0	1814	9795600.0
4932.YHR120W	959.0	-2.85351205907	134.578727842	-11.6544615838	4795.0	78	374010.0
4932.YHR121W	187.0	-2.75556670902	127.497326203	-10.948931333	935.0	38	35530.0
4932.YHR122W	231.0	-2.72690758477	113.415584416	-11.3101762511	1155.0	357	412335.0
4932.YHR127W	243.0	-2.7726748047	125.028806584	-11.3952919345	1215.0	-914	-1110510.0
4932.YHR132C	430.0	-2.91490309207	159.060465116	-9.87582839086	2150.0	11	23650.0
4932.YHR132W-A	131.0	-2.66510923228	119.503816794	-10.9557002552	655.0	734	480770.0
4932.YHR135C	538.0	-2.84900872276	143.19330855	-9.17266474159	2690.0	14	37660.0
4932.YHR137W	513.0	-2.87544158932	136.471734893	-8.62397944962	2565.0	56	143640.0
4932.YHR138C	114.0	-2.77678990152	132.429824561	-12.7330321531	570.0	87	49590.0
4932.YHR141C	106.0	-2.58490220216	175.867924528	-8.15342659845	530.0	2222	1177660.0
4932.YHR143W-A	70.0	-2.71095227067	140.971428572	-10.0585612521	350.0	-679	-237650.0
4932.YHR147C	214.0	-2.81828624539	125.172897196	-11.4764262907	1070.0	73	78110.0
4932.YHR149C	734.0	-2.81926322841	128.257493188	-9.86196021108	3670.0	9	33030.0
4932.YHR154W	1070.0	-2.84851828756	147.394392524	-12.063111957	5350.0	41	219350.0
4932.YHR158C	1164.0	-2.84193990306	131.009450172	-9.14661907178	5820.0	-747	-4347540.0
4932.YHR159W	504.0	-2.78235157019	127.503968254	-13.7641040187	2520.0	29	73080.0
4932.YHR161C	637.0	-2.82576593805	128.990580848	-10.6322593792	3185.0	33	105105.0
4932.YHR163W	249.0	-2.85723038198	134.927710844	-9.36610051058	1245.0	396	493020.0
4932.YHR166C	626.0	-2.87092843123	155.821086262	-11.269382629	3130.0	16	50080.0
4932.YHR167W	261.0	-2.80369191905	139.482758621	-12.1347797556	1305.0	30	39150.0
4932.YHR168W	499.0	-2.87116505535	134.917835671	-14.1874004137	2495.0	73	182135.0
4932.YHR169W	431.0	-2.84241539882	124.127610209	-10.0330726995	2155.0	-186	-400830.0
4932.YHR170W	518.0	-2.90229827351	145.420849421	-8.56189331398	2590.0	80	207200.0
4932.YHR172W	823.0	-2.86490321642	144.210206561	-10.4394365973	4115.0	81	333315.0
4932.YHR174W	437.0	-2.79390343015	120.302059497	-3.56632183577	2185.0	27	58995.0
4932.YHR178W	743.0	-2.88768179231	145.02422611	-12.3253534132	3715.0	37	137455.0
4932.YHR179W	400.0	-2.85666113955	130.2625	-7.17981951867	2000.0	107	214000.0
4932.YHR181W	228.0	-2.80651520653	131.00877193	-11.5287961509	1140.0	30	34200.0
4932.YHR182W	785.0	-2.84637165787	139.896815287	-12.0260010782	3925.0	93	365025.0
4932.YHR186C	1557.0	-2.88754347303	141.192678227	-12.7360030209	7785.0	112	871920.0
4932.YHR187W	309.0	-2.84473108713	133.13592233	-11.1175548661	1545.0	66	101970.0
4932.YHR188C	610.0	-2.86730934707	136.85737705	-10.9714156849	3050.0	42	128100.0
4932.YHR192W	278.0	-2.83949920134	158.802158273	-11.1080473932	1390.0	1175	1633250.0
4932.YHR193C	174.0	-2.69986199423	106.126436782	-7.24891984127	870.0	263	228810.0
4932.YHR195W	321.0	-2.79133836815	127.38317757	-11.3420880126	1605.0	5	8025.0
4932.YHR196W	575.0	-2.79188760584	135.626086957	-9.07871974342	2875.0	36	103500.0
4932.YHR197W	763.0	-2.80762844475	128.745740498	-9.18222306792	3815.0	80	305200.0
4932.YHR198C	321.0	-2.84406786556	142.710280374	-13.2666688779	1605.0	625	1003125.0
4932.YHR199C	310.0	-2.82725959784	129.264516129	-11.1234866508	1550.0	88	136400.0
4932.YHR200W	268.0	-2.80620451435	112.208955224	-9.42350254911	1340.0	46	61640.0
4932.YHR201C	397.0	-2.8273725852	131.989924433	-9.3907431889	1985.0	139	275915.0
4932.YHR205W	824.0	-2.87541563258	143.595873786	-9.22837404023	4120.0	32	131840.0
4932.YHR206W	622.0	-2.81950679524	131.135048232	-10.3586612733	3110.0	23	71530.0
4932.YHR207C	526.0	-2.88447769974	156.131178708	-10.3518581687	2630.0	793	2085590.0
4932.YHR208W	393.0	-2.86924801301	134.012722646	-7.18809388573	1965.0	897	1762605.0
4932.YHR215W	467.0	-2.89218359223	148.680942184	-9.38156521661	2335.0	6	14010.0
4932.YHR216W	523.0	-2.84420530837	125.212237094	-8.29516572088	2615.0	54	141210.0
4932.YIL002C	946.0	-2.86558580636	138.77167019	-13.670529681	4730.0	23	108790.0
4932.YIL005W	701.0	-2.86376625422	145.345221112	-10.1688316593	3505.0	21	73605.0
4932.YIL008W	99.0	-2.69250454673	126.919191919	-11.6976868613	495.0	86	42570.0
4932.YIL009W	694.0	-2.87470930556	143.279538905	-8.9201375925	3470.0	58	201260.0
4932.YIL010W	215.0	-2.78251085556	118.334883721	-12.2383730726	1075.0	48	51600.0
4932.YIL014W	630.0	-2.87346281505	142.553968254	-12.4301316728	3150.0	10	31500.0
4932.YIL015W	587.0	-2.82200841035	129.131175468	-9.45525632557	2935.0	7	20545.0
4932.YIL016W	159.0	-2.73226669523	133.276729559	-10.1473194851	795.0	4664	3707880.0
4932.YIL017C	921.0	-2.85140858473	145.226927253	-12.1868016468	4605.0	7	32235.0
4932.YIL020C	261.0	-2.84347369886	156.892720306	-10.4148857225	1305.0	-344	-448920.0
4932.YIL021W	318.0	-2.8909025586	145.254716981	-9.03093357339	1590.0	29	46110.0
4932.YIL026C	1150.0	-2.81107082093	135.088695652	-10.3477800982	5750.0	42	241500.0
4932.YIL027C	141.0	-2.79438712958	137.581560283	-10.2748935885	705.0	35	24675.0
4932.YIL030C	1319.0	-2.89639526435	142.111448067	-9.47504392156	6595.0	6	39570.0
4932.YIL031W	1034.0	-2.79033170033	134.516441006	-11.4254272273	5170.0	14	72380.0
4932.YIL033C	416.0	-2.84168927838	126.23076923	-8.46880390291	2080.0	65	135200.0
4932.YIL034C	287.0	-2.82476180701	132.365853659	-9.40074831675	1435.0	68	97580.0
4932.YIL035C	372.0	-2.87528113663	163.991935484	-9.28822319456	1860.0	62	115320.0
4932.YIL038C	836.0	-2.81071975068	125.740430622	-9.4823983061	4180.0	64	267520.0
4932.YIL039W	473.0	-2.92844039239	166.78858351	-11.1657131455	2365.0	70	165550.0
4932.YIL040W	138.0	-2.76924762209	154.043478261	-10.9518600818	690.0	339	233910.0
4932.YIL041W	326.0	-2.7758449134	120.834355828	-8.13023959918	1630.0	87	141810.0
4932.YIL044C	298.0	-2.76181402726	140.298657717	-10.4950234391	1490.0	51	75990.0
4932.YIL046W	640.0	-2.90065632939	167.0046875	-10.4363653655	3200.0	3	9600.0
4932.YIL047C	902.0	-2.90484615324	154.823725055	-9.60968440305	4510.0	22	99220.0
4932.YIL048W	1151.0	-2.87407300556	138.981754996	-9.28026423445	5755.0	-87	-500685.0
4932.YIL051C	145.0	-2.78475181828	121.124137931	-8.06438062322	725.0	809	586525.0
4932.YIL052C	121.0	-2.71540935812	141.289256198	-8.02176018623	605.0	69	41745.0
4932.YIL053W	250.0	-2.81260431433	138.852	-6.18648563164	1250.0	113	141250.0
4932.YIL056W	640.0	-2.81436590572	125.0953125	-11.2102352537	3200.0	26	83200.0
4932.YIL057C	164.0	-2.75893430804	170.304878049	-12.0617637331	820.0	16	13120.0
4932.YIL061C	300.0	-2.80858053973	124.85	-12.2717624188	1500.0	49	73500.0
4932.YIL062C	154.0	-2.7771748339	114.909090909	-8.99424585904	770.0	32	24640.0
4932.YIL063C	327.0	-2.69624572459	119.006116208	-10.1563771905	1635.0	22	35970.0
4932.YIL064W	257.0	-2.84339957961	138.241245136	-12.3397957501	1285.0	90	115650.0
4932.YIL066C	869.0	-2.91070067541	141.639815881	-9.82632656968	4345.0	64	278080.0
4932.YIL068C	805.0	-2.84515847916	138.423602485	-10.1610932752	4025.0	28	112700.0
4932.YIL069C	135.0	-2.6829273812	114.925925926	-7.08010295634	675.0	-392	-264600.0
4932.YIL070C	266.0	-2.79340940435	119.954887218	-9.16147025237	1330.0	-1024	-1361920.0
4932.YIL074C	469.0	-2.84326706755	122.980810234	-8.32600138798	2345.0	350	820750.0
4932.YIL075C	945.0	-2.83197746284	123.547089947	-7.56242203972	4725.0	400	1890000.0
4932.YIL076W	296.0	-2.73134286958	130.736486486	-8.76342738819	1480.0	20	29600.0
4932.YIL079C	360.0	-2.8655750551	173.769444444	-12.7844865907	1800.0	29	52200.0
4932.YIL083C	365.0	-2.86484134571	136.736986302	-10.3019066231	1825.0	75	136875.0
4932.YIL084C	327.0	-2.80074025744	128.504587156	-11.1188936946	1635.0	27	44145.0
4932.YIL085C	517.0	-2.91624740087	170.880077369	-11.9931517959	2585.0	55	142175.0
4932.YIL090W	491.0	-2.83715295975	155.3401222	-9.72962956632	2455.0	34	83470.0
4932.YIL093C	264.0	-2.86545758001	141.193181818	-10.2650335259	1320.0	-116	-153120.0
4932.YIL094C	371.0	-2.81146857465	110.315363881	-8.45858859386	1855.0	18	33390.0
4932.YIL096C	336.0	-2.80644310705	147.273809524	-13.2692124669	1680.0	25	42000.0
4932.YIL097W	516.0	-2.82443720286	146.912790697	-12.5432181925	2580.0	59	152220.0
4932.YIL098C	155.0	-2.78681874151	138.825806452	-12.2250858656	775.0	84	65100.0
4932.YIL103W	425.0	-2.88334424699	137.92	-10.5079581642	2125.0	38	80750.0
4932.YIL104C	507.0	-2.8508099398	138.597633136	-11.0745855139	2535.0	37	93795.0
4932.YIL105C	686.0	-2.79351324825	129.355685131	-9.46621121848	3430.0	21	72030.0
4932.YIL106W	314.0	-2.90270465377	148.818471338	-10.5833557676	1570.0	87	136590.0
4932.YIL107C	827.0	-2.8501128251	130.500604595	-9.64255260618	4135.0	25	103375.0
4932.YIL108W	696.0	-2.90403662869	138.602011494	-10.9582426751	3480.0	19	66120.0
4932.YIL112W	1083.0	-2.80019216764	129.994459834	-11.3186626453	5415.0	15	81225.0
4932.YIL115C	1460.0	-2.76148503154	113.643835616	-8.38385201215	7300.0	82	598600.0
4932.YIL118W	231.0	-2.83901998313	139.220779221	-10.9888059534	1155.0	171	197505.0
4932.YIL119C	407.0	-2.72349093669	146.985257985	-12.021153429	2035.0	26	52910.0
4932.YIL121W	542.0	-2.8268989947	129.791512915	-9.36986253318	2710.0	52	140920.0
4932.YIL123W	475.0	-2.65414847869	120.741052631	-12.3482871608	2375.0	23	54625.0
4932.YIL124W	297.0	-2.85144913497	127.525252525	-9.82883678762	1485.0	76	112860.0
4932.YIL125W	1014.0	-2.88514258026	137.022682446	-7.61089054442	5070.0	85	430950.0
4932.YIL126W	1359.0	-2.8173685475	128.409860191	-8.36024115724	6795.0	-166	-1127970.0
4932.YIL127C	206.0	-2.71241405732	138.378640777	-10.9402460181	1030.0	60	61800.0
4932.YIL128W	1032.0	-2.79491082256	131.448643411	-9.25350447718	5160.0	24	123840.0
4932.YIL129C	2376.0	-2.85326242192	136.068181818	-11.6255382105	11880.0	299	3552120.0
4932.YIL130W	964.0	-2.8053478089	132.091286307	-9.34201061097	4820.0	3	14460.0
4932.YIL131C	484.0	-2.85288525683	127.171487603	-11.2766203793	2420.0	31	75020.0
4932.YIL133C	199.0	-2.70827103679	119.386934674	-7.21127614908	995.0	1308	1301460.0
4932.YIL135C	436.0	-2.71182146024	127.972477064	-10.4930193247	2180.0	20	43600.0
4932.YIL136W	393.0	-2.72434026733	133.564885496	-10.1675785402	1965.0	115	225975.0
4932.YIL137C	946.0	-2.87689836661	144.727272727	-9.23366761047	4730.0	36	170280.0
4932.YIL138C	161.0	-2.42351057946	133.919254659	-9.13203485072	805.0	24	19320.0
4932.YIL140W	823.0	-2.80649041851	124.589307412	-10.2605786441	4115.0	114	469110.0
4932.YIL143C	843.0	-2.89879404262	135.419928826	-9.92960275853	4215.0	2	8430.0
4932.YIL144W	691.0	-2.75480468344	136.839363242	-9.67969425211	3455.0	39	134745.0
4932.YIL145C	309.0	-2.86611921818	126.504854369	-9.9362990463	1545.0	-104	-160680.0
4932.YIL148W	128.0	-2.78214537551	144.7421875	-7.83848930654	640.0	187	119680.0
4932.YIL149C	1679.0	-2.69592938484	131.705777249	-10.0375226816	8395.0	20	167900.0
4932.YIL151C	1118.0	-2.90115295056	147.131484794	-13.5801105382	5590.0	13	72670.0
4932.YIL154C	346.0	-2.83651151442	135.280346821	-11.6867128065	1730.0	-91	-157430.0
4932.YIL155C	649.0	-2.89559941426	136.696456086	-9.81773787529	3245.0	51	165495.0
4932.YIL156W	1071.0	-2.87154180879	141.027077497	-12.7807958812	5355.0	48	257040.0
4932.YIL157C	197.0	-2.77677316954	114.461928934	-11.769313135	985.0	120	118200.0
4932.YIL160C	417.0	-2.81246441552	114.023980815	-9.38884098435	2085.0	30	62550.0
4932.YIL161W	235.0	-2.76499867019	142.268085106	-11.0477607104	1175.0	62	72850.0
4932.YIR001C	250.0	-2.82660326187	144.964	-11.0099517581	1250.0	609	761250.0
4932.YIR003W	679.0	-2.73010824374	113.326951399	-9.64682039846	3395.0	32	108640.0
4932.YIR004W	432.0	-2.7641840213	126.939814815	-9.55475470843	2160.0	167	360720.0
4932.YIR006C	1480.0	-2.78228674855	112.514189189	-7.51026944515	7400.0	3	22200.0
4932.YIR007W	764.0	-2.92281364665	156.392670157	-11.9477851012	3820.0	270	1031400.0
4932.YIR008C	409.0	-2.89125974311	153.041564792	-11.2311382726	2045.0	60	122700.0
4932.YIR009W	111.0	-2.77322195993	125.900900901	-13.4522283226	555.0	3	1665.0
4932.YIR010W	576.0	-2.82964951826	133.680555555	-10.1782999718	2880.0	22	63360.0
4932.YIR022W	167.0	-2.8290822093	136.473053892	-11.0461401568	835.0	22	18370.0
4932.YIR026C	364.0	-2.90510209401	148.214285714	-9.88092579759	1820.0	40	72800.0
4932.YIR033W	1113.0	-2.83597286462	138.083557951	-11.725531362	5565.0	31	172515.0
4932.YIR034C	373.0	-2.85568435448	128.361930295	-7.97286289041	1865.0	-214	-399110.0
4932.YIR035C	254.0	-2.79095671047	120.137795276	-11.8792848707	1270.0	-101	-128270.0
4932.YIR036C	263.0	-2.8416744226	121.197718631	-11.1422900493	1315.0	54	71010.0
4932.YIR037W	163.0	-2.79188313439	140.576687116	-8.84532591987	815.0	44	35860.0
4932.YIR038C	234.0	-2.82067762444	135.846153846	-10.8874872746	1170.0	66	77220.0
4932.YJL001W	215.0	-2.84994633043	135.865116279	-9.33755036464	1075.0	36	38700.0
4932.YJL002C	476.0	-2.86248025113	135.985294118	-8.29244470805	2380.0	85	202300.0
4932.YJL005W	2026.0	-2.84294005367	134.620434354	-9.26510724726	10130.0	75	759750.0
4932.YJL006C	323.0	-2.84450431474	144.424148607	-11.2185386329	1615.0	28	45220.0
4932.YJL011C	161.0	-2.77557025511	137.484472049	-11.5433345252	805.0	319	256795.0
4932.YJL024C	194.0	-2.79956577746	120.56185567	-10.4799448478	970.0	2108	2044760.0
4932.YJL025W	514.0	-2.88990830271	155.865758754	-12.5191889363	2570.0	15	38550.0
4932.YJL033W	770.0	-2.81980993199	128.075324675	-9.30273125487	3850.0	38	146300.0
4932.YJL034W	682.0	-2.77343185133	110.545454545	-6.96979825689	3410.0	124	422840.0
4932.YJL035C	250.0	-2.92402093265	155.428	-14.6882824374	1250.0	14	17500.0
4932.YJL036W	423.0	-2.81939372327	138.14893617	-10.6696768559	2115.0	201	425115.0
4932.YJL039C	1683.0	-2.81239773418	128.980986334	-8.46908880754	8415.0	194	1632510.0
